iter	Passed	Remaining
482	612	655
483	613	654
484	615	653
485	616	651
486	617	650
487	618	648
488	619	647
489	620	645
490	621	644
491	622	642
492	623	641
493	624	639
494	625	638
495	626	636
496	627	634
497	628	633
498	629	632
499	630	630
500	631	629
501	632	627
502	633	626
503	634	624
504	635	623
505	636	621
506	637	620
507	638	618
508	639	617
509	641	615
510	642	614
511	643	613
512	644	611
513	645	610
514	646	608
515	647	606
516	648	605
517	649	604
518	650	602
519	651	601
520	652	599
521	653	598
522	654	596
523	655	595
524	656	593
525	657	592
526	658	591
527	660	590
528	661	588
529	662	587
530	663	585
531	664	584
532	664	582
533	665	581
534	666	579
535	667	577
536	668	576
537	669	574
538	670	573
539	671	571
540	672	570
541	673	569
542	674	567
543	675	566
544	676	564
545	677	563
546	678	561
547	679	560
548	680	558
549	681	557
550	682	555
551	683	554
552	684	553
553	685	551
554	686	550
555	687	548
556	688	547
557	689	545
558	690	544
559	691	542
560	691	541
561	692	539
562	693	538
563	694	537
564	695	535
565	696	534
566	697	532
567	698	531
568	699	529
569	700	528
570	701	526
571	702	525
572	703	524
573	704	522
574	705	521
575	706	519
576	707	518
577	708	517
578	709	515
579	710	514
580	711	512
581	711	511
582	712	509
583	713	508
584	714	507
585	715	505
586	716	504
587	717	502
588	718	501
589	719	500
590	720	498
591	721	497
592	722	496
593	723	494
594	724	493
595	725	491
596	726	490
597	727	489
598	728	487
599	729	486
600	730	484
601	731	483
602	732	482
603	733	480
604	734	479
605	735	478
606	736	476
607	737	475
608	738	473
609	739	472
610	740	471
611	740	469
612	741	468
613	742	466
614	743	465
615	744	464
616	745	462
617	746	461
618	748	460
619	749	459
620	750	457
621	751	456
622	752	455
623	753	453
624	754	452
625	755	451
626	755	449
627	756	448
628	757	447
629	758	445
630	759	444
631	760	443
632	762	441
633	763	440
634	764	439
635	765	437
636	766	436
637	767	435
638	768	434
639	769	432
640	770	431
641	771	430
642	772	428
643	773	427
644	774	426
645	775	424
646	776	423
647	777	422
648	778	421
649	779	419
650	780	418
651	781	417
652	782	415
653	783	414
654	784	413
655	785	411
656	786	410
657	787	409
658	788	407
659	788	406
660	789	405
661	790	403
662	792	402
663	793	401
664	794	400
665	794	398
666	795	397
667	796	396
668	797	394
669	798	393
670	799	392
671	800	390
672	801	389
673	802	388
674	803	386
675	804	385
676	805	384
677	806	382
678	807	381
679	808	380
680	809	378
681	809	377
682	810	376
683	811	375
684	812	373
685	813	372
686	814	371
687	815	369
688	816	368
689	817	367
690	818	366
691	819	364
692	820	363
693	821	362
694	822	361
695	823	359
696	824	358
697	825	357
698	826	355
699	827	354
700	828	353
701	829	352
702	830	350
703	831	349
704	832	348
705	833	346
706	833	345
707	835	344
708	836	343
709	837	341
710	838	340
711	838	339
712	839	338
713	840	336
714	841	335
715	842	334
716	843	332
717	844	331
718	845	330
719	846	329
720	847	327
721	848	326
722	849	325
723	850	324
724	851	323
725	852	321
726	853	320
727	854	319
728	855	318
729	856	316
730	857	315
731	858	314
732	859	313
733	860	311
734	861	310
735	862	309
736	863	308
737	864	306
738	865	305
739	866	304
740	867	303
741	868	301
742	869	300
743	870	299
744	871	298
745	872	297
746	873	295
747	874	294
748	875	293
749	876	292
750	877	290
751	878	289
752	879	288
753	880	287
754	881	286
755	882	284
756	883	283
757	884	282
758	885	281
759	885	279
760	886	278
761	887	277
762	888	276
763	889	274
764	890	273
765	891	272
766	892	271
767	893	269
768	894	268
769	895	267
770	896	266
771	897	265
772	898	263
773	899	262
774	900	261
775	901	260
776	902	259
777	903	257
778	904	256
779	905	255
780	906	254
781	907	252
782	908	251
783	909	250
784	910	249
785	911	248
786	912	246
787	913	245
788	914	244
789	915	243
790	916	242
791	916	240
792	917	239
793	918	238
794	919	237
795	920	235
796	921	234
797	922	233
798	923	232
799	924	231
800	926	230
801	926	228
802	927	227
803	928	226
804	929	225
805	930	224
806	931	222
807	932	221
808	933	220
809	934	219
810	935	217
811	936	216
812	937	215
813	938	214
814	939	213
815	940	212
816	941	210
817	942	209
818	943	208
819	944	207
820	945	206
821	946	204
822	947	203
823	948	202
824	949	201
825	950	200
826	950	198
827	951	197
828	953	196
829	954	195
830	955	194
831	956	193
832	957	191
833	958	190
834	959	189
835	960	188
836	961	187
837	962	186
838	963	184
839	964	183
840	965	182
841	966	181
842	967	180
843	968	178
844	969	177
845	970	176
846	971	175
847	972	174
848	973	173
849	974	171
850	975	170
851	976	169
852	977	168
853	978	167
854	979	166
855	980	164
856	981	163
857	981	162
858	982	161
859	983	160
860	985	159
861	986	157
862	987	156
863	987	155
864	988	154
865	989	153
866	990	151
867	991	150
868	992	149
869	993	148
870	994	147
871	995	146
872	996	144
873	997	143
874	998	142
875	999	141
876	1000	140
877	1001	139
878	1002	137
879	1003	136
880	1004	135
881	1005	134
882	1006	133
883	1007	132
884	1007	130
885	1008	129
886	1009	128
887	1010	127
888	1011	126
889	1012	125
890	1014	124
891	1015	122
892	1016	121
893	1017	120
894	1018	119
895	1019	118
896	1020	117
897	1020	115
898	1021	114
899	1022	113
900	1023	112
901	1024	111
902	1025	110
903	1026	109
904	1032	108
905	1033	107
906	1035	106
907	1036	105
908	1037	103
909	1038	102
